adjusted_opening,adjusted_total_gross,budget,close,distributor,genre,movie_title,open,rank,rating,release_date,runtime,studio,theaters,total_gross,year
"$6,000","$11,000",N/A,-,Janus Films,Foreign,Ugetsu (2017 re-release),3/1,614,Unrated,"March 1, 2017",1 hrs. 37 min.,Jan.,1,"$11,197",2017
"$5,800","$10,900",N/A,10/8,The Film Arcade,Documentary,The Pathological Optimist,9/29,615,Unrated,"September 29, 2017",1 hrs. 33 min.,TFA,2,"$11,222",2017
"$2,100","$10,600",N/A,12/14,Kino Lorber,Documentary,The Challenge (2017),9/8,616,Unrated,"September 8, 2017",1 hrs. 9 min.,KL,5,"$11,043",2017
"$4,900","$10,400",N/A,12/7,IFC,Thriller,Sweet Virginia,11/17,617,R,"November 17, 2017",1 hrs. 33 min.,IFC,8,"$11,089",2017
"$1,700","$10,400",N/A,4/27,Strand,Drama,Lovesong,2/17,618,Unrated,"February 17, 2017",1 hrs. 25 min.,Strand,3,"$10,626",2017
"$4,800","$10,200",N/A,9/21,Indican,Documentary,Clarence (2017),9/1,619,G,"September 1, 2017",1 hrs. 17 min.,Indic.,2,"$10,495",2017
"$7,600","$9,900",N/A,8/10,TriCoast Worldwide,Sci-Fi,Amelia 2.0,8/4,620,Unrated,"August 4, 2017",1 hrs. 30 min.,TriCoast,1,"$10,233",2017
"$1,800","$9,800",N/A,2/9,FilmRise,Documentary,The Sunshine Makers,1/20,621,Unrated,"January 20, 2017",1 hrs. 30 min.,FR,7,"$10,042",2017
n/a,"$9,700",N/A,12/17,Amor,Western,Painted Woman,11/10,622,Unrated,"November 10, 2017",1 hrs. 49 min.,Amor,4,"$10,298",2017
"$1,600","$9,500",N/A,5/4,Film Movement,Drama,Pelle the Conqueror (2017 re-release),2/24,623,PG-13,"February 24, 2017",2 hrs. 37 min.,FM,4,"$9,757Domestic Lifetime Gross: $2,063,688",2017
"$2,700","$9,400",N/A,11/19,Kino Lorber,Documentary,Machines,8/9,624,Unrated,"August 9, 2017",1 hrs. 11 min.,KL,1,"$9,710",2017
n/a,"$9,000",N/A,-,Gathr Films,Documentary,Living Proof,9/8,625,Unrated,"September 8, 2017",1 hrs. 33 min.,Gathr,2,"$9,512",2017
"$1,900","$8,800",N/A,3/13,Icarus Films,Documentary,Miss Kiet's Children,12/13,626,Unrated,"December 13, 2017",1 hrs. 55 min.,Icar.,2,"$9,384",2017
"$4,800","$8,800",N/A,-,Parade Deck Films,Sci-Fi Horror,Lycan,8/18,627,Not Yet Rated,"August 18, 2017",1 hrs. 32 min.,PDF,5,"$9,110",2017
"$2,000","$8,800",N/A,6/25,Parade Deck Films,Thriller,The Eyes,4/7,628,Unrated,"April 7, 2017",1 hrs. 35 min.,PDF,3,"$9,104",2017
n/a,"$8,800",N/A,6/8,Cohen Media Group,Documentary,Julian Schnabel: A Private Portrait,5/5,629,Unrated,"May 5, 2017",1 hrs. 24 min.,Cohen,1,"$9,103",2017
"$1,700","$8,700",N/A,11/23,Samuel Goldwyn,Comedy / Drama,Thirst Street,9/22,630,Unrated,"September 22, 2017",1 hrs. 23 min.,Gold.,3,"$9,129",2017
"$1,200","$8,400",N/A,8/17,Film Movement,Drama,Amnesia,7/21,631,Unrated,"July 21, 2017",1 hrs. 36 min.,FM,2,"$8,700",2017
$800,"$8,200",N/A,2/26,Arrow Films,Horror,We Are the Flesh,1/13,632,Unrated,"January 13, 2017",1 hrs. 19 min.,Arrow,3,"$8,438",2017
n/a,"$8,200",N/A,-,Gathr Films,Documentary,Step (Gathr Release),8/4,633,PG,"August 4, 2017",1 hrs. 24 min.,Gathr,1,"$8,690Domestic Lifetime Gross: $1,154,982",2017
"$7,900","$8,100",N/A,11/5,Submarine Deluxe,Documentary,Gilbert,11/3,634,Unrated,"November 3, 2017",1 hrs. 31 min.,SD,1,"$8,362",2017
"$8,000","$8,000",N/A,4/30,Menemsha,Drama,Natasha,4/28,635,Unrated,"April 28, 2017",1 hrs. 33 min.,Men.,1,"$8,325",2017
"$2,400","$8,000",N/A,11/16,Kino Lorber,Crime,Maigret Sets a Trap (2017 re-release),10/20,636,Unrated,"October 20, 2017",1 hrs. 59 min.,KL,1,"$8,528",2017
"$1,800","$8,000",N/A,9/21,Entertainment Studios,Documentary,Served Like a Girl,8/25,638,Unrated,"August 25, 2017",1 hrs. 43 min.,ENTMP,8,"$8,290",2017
"$3,100","$8,000",N/A,5/25,Abramorama,Documentary,Mr. Chibbs,5/3,637,Not Yet Rated,"May 3, 2017",1 hrs. 26 min.,Abr.,1,"$8,302",2017
"$5,300","$7,900",N/A,2/23,FilmRise,Drama,From Nowhere,2/17,639,Not Yet Rated,"February 17, 2017",1 hrs. 29 min.,FR,2,"$8,109",2017
n/a,"$7,900",N/A,5/4,Kino Lorber,War,Anatahan (2017 re-release),2/3,640,Unrated,"February 3, 2017",1 hrs. 32 min.,KL,1,"$8,171",2017
"$1,000","$7,600",N/A,6/15,Kino Lorber,Drama,Swept Away (2017 re-release),4/14,641,Unrated,"April 14, 2017",1 hrs. 55 min.,KL,2,"$7,876",2017
"$4,500","$7,600",N/A,10/12,Vertical Entertainment,Action Thriller,Overdrive,10/6,642,PG-13,"October 6, 2017",1 hrs. 33 min.,VE,20,"$7,793",2017
n/a,"$7,400",N/A,4/27,Bond/360,Documentary,Maurizio Cattelan: Be Right Back,4/14,643,Unrated,"April 14, 2017",1 hrs. 35 min.,B360,2,"$7,706",2017
"$5,200","$7,400",N/A,12/21,A24,Western,The Ballad of Lefty Brown,12/15,644,R,"December 15, 2017",1 hrs. 51 min.,A24,2,"$7,856",2017
"$5,300","$7,300",N/A,-,Cinema Guild,Documentary,The Wrong Light,7/14,645,Unrated,"July 14, 2017",1 hrs. 18 min.,CGld,1,"$7,553",2017
"$2,900","$7,300",N/A,8/3,Abramorama,Documentary,Birthright: A War Story,7/14,646,Unrated,"July 14, 2017",1 hrs. 45 min.,Abr.,1,"$7,519",2017
"$2,200","$7,100",N/A,11/19,IFC,Documentary,Frank Serpico,11/1,647,Unrated,"November 1, 2017",1 hrs. 38 min.,IFC,6,"$7,489",2017
"$3,700","$7,000",N/A,3/23,Indican,Drama,The Jazz Funeral,3/10,648,Unrated,"March 10, 2017",1 hrs. 14 min.,Indic.,2,"$7,103",2017
"$6,900","$6,900",N/A,12/3,Abramorama,Documentary,Big Time,12/1,649,Unrated,"December 1, 2017",1 hrs. 33 min.,Abr.,2,"$7,347",2017
"$1,500","$6,900",N/A,4/30,Parade Deck Films,Thriller,The Dark Below,3/10,650,Unrated,"March 10, 2017",1 hrs. 23 min.,PDF,3,"$7,095",2017
"$5,500","$6,900",N/A,12/10,Parade Deck Films,Sci-Fi Action,Another WolfCop,12/1,651,Unrated,"December 1, 2017",1 hrs. 22 min.,PDF,6,"$7,285",2017
"$3,200","$6,700",N/A,4/13,Rialto,Drama,A Kind of Loving (2017 re-release),4/7,652,Unrated,"April 7, 2017",1 hrs. 52 min.,Rialto,1,"$6,912",2017
"$1,600","$6,500",N/A,6/1,Strand,Foreign,Suntan,3/10,653,Unrated,"March 10, 2017",1 hrs. 44 min.,Strand,1,"$6,643",2017
"$5,700","$6,500",N/A,7/20,Monument Releasing,Musical,Footnotes,7/14,654,Unrated,"July 14, 2017",1 hrs. 25 min.,MR,2,"$6,660",2017
"$6,400","$6,400",N/A,-,Samuel Goldwyn,Thriller,The Persian Connection,7/14,655,Unrated,"July 14, 2017",1 hrs. 43 min.,Gold.,1,"$6,634",2017
"$2,900","$6,300",N/A,10/10,Global Digital,Drama,Elizabeth Blue,9/22,656,PG-13,"September 22, 2017",1 hrs. 34 min.,Global Digit,10,"$6,542",2017
"$1,900","$6,200",N/A,7/13,Kino Lorber,Drama,Scum (2017 re-release),6/16,657,Unknown,"June 16, 2017",1 hrs. 36 min.,KL,1,"$6,461",2017
"$3,000","$6,100",N/A,10/5,Epic Pictures,Crime Thriller,Last Rampage,9/22,658,R,"September 22, 2017",1 hrs. 33 min.,EpicPics,18,"$6,294",2017
"$1,100","$6,100",N/A,9/21,Strand,Documentary,The Skyjacker's Tale,6/30,659,Unrated,"June 30, 2017",1 hrs. 15 min.,Strand,2,"$6,253",2017
"$1,200","$6,000",N/A,-,Icarus Films,Documentary,In the Steps of Trisha Brown,2/7,660,Unrated,"February 7, 2017",1 hrs. 19 min.,Icar.,4,"$6,230",2017
n/a,"$6,000",N/A,2/16,Indican,Thriller,Arise from Darkness,1/6,661,Unrated,"January 6, 2017",1 hrs. 30 min.,Indic.,1,"$6,112",2017
n/a,"$5,900",N/A,-,Film Movement,Comedy,Inseparables,10/15,662,Unrated,"October 15, 2017",1 hrs. 50 min.,FM,1,"$6,258",2017
"$2,200","$5,900",N/A,8/17,Indican,Crime,The Fuzz,7/21,663,Unrated,"July 21, 2017",1 hrs. 27 min.,Indic.,2,"$6,067",2017
n/a,"$5,600",N/A,11/9,Archstone,War Drama,On Wings of Eagles,11/3,664,PG-13,"November 3, 2017",1 hrs. 36 min.,AD,10,"$5,975",2017
"$1,600","$5,600",N/A,2/16,A24,Action Drama,Trespass Against Us,1/20,665,R,"January 20, 2017",1 hrs. 40 min.,A24,20,"$5,711",2017
"$4,200","$5,500",N/A,9/7,FilmRise,Horror Thriller,The Vault,9/1,666,Unrated,"September 1, 2017",1 hrs. 31 min.,FR,11,"$5,728",2017
"$3,800","$5,500",N/A,-,Paramount Classics,Animation,Tad the Lost Explorer and the Secret of King Midas,12/1,667,PG,"December 1, 2017",1 hrs. 25 min.,ParC,100,"$5,874",2017
"$3,100","$5,500",N/A,11/2,The Orchard,Documentary,The Work,10/27,668,Unrated,"October 27, 2017",1 hrs. 27 min.,Orch.,2,"$5,853",2017
$800,"$5,500",N/A,3/2,Film Movement,Drama,The Ardennes,1/6,669,Unrated,"January 6, 2017",1 hrs. 33 min.,FM,6,"$5,638",2017
"$3,600","$5,500",N/A,4/2,Sony / Columbia,Comedy,No culpes al karma,3/24,670,R,"March 24, 2017",1 hrs. 38 min.,Sony,10,"$5,614",2017
"$2,300","$5,400",N/A,7/30,Kino Lorber,Foreign,La Chinoise (2017 re-release),7/21,671,Unrated,"July 21, 2017",1 hrs. 36 min.,KL,1,"$5,631Domestic Lifetime Gross: $36,488",2017
"$2,200","$5,300",N/A,2/9,FilmRise,Documentary,Reset,1/13,672,Unrated,"January 13, 2017",1 hrs. 50 min.,FR,2,"$5,454",2017
"$5,300","$5,300",N/A,-,Gravitas Ventures,Documentary,The Reagan Show,6/30,674,Unrated,"June 30, 2017",1 hrs. 14 min.,Grav.,2,"$5,500 (Estimate)",2017
"$5,300","$5,300",N/A,5/21,Factory,Drama,Icaros: A Vision,5/19,673,Unrated,"May 19, 2017",1 hrs. 31 min.,Factory,1,"$5,510",2017
"$2,400","$5,200",N/A,12/17,Sony / Columbia,Adventure,Oro,12/1,675,R,"December 1, 2017",1 hrs. 43 min.,Sony,10,"$5,539",2017
"$2,900","$5,200",N/A,11/26,Parade Deck Films,Drama / Thriller,Man From Earth: Holocene,10/13,676,Unrated,"October 13, 2017",1 hrs. 39 min.,PDF,2,"$5,472",2017
$200,"$4,800",N/A,1/18,Film Movement,Comedy,Bad Lucky Goat,10/13,677,Unrated,"October 13, 2017",1 hrs. 16 min.,FM,4,"$5,088",2017
"$2,100","$4,700",N/A,12/14,First Run,Documentary,Company Town,9/8,678,Unrated,"September 8, 2017",1 hrs. 30 min.,FRun,1,"$4,934",2017
$700,"$4,600",N/A,7/2,Cinema Guild,Documentary,Starless Dreams,1/20,679,Unrated,"January 20, 2017",1 hrs. 16 min.,CGld,2,"$4,776",2017
n/a,"$4,500",N/A,9/28,Paladin,Drama,Shot,9/22,680,Unrated,"September 22, 2017",1 hrs. 29 min.,Pala.,10,"$4,701",2017
"$3,100","$4,500",N/A,6/29,Magnolia,Comedy,I Love You Both,6/9,682,Unrated,"June 9, 2017",1 hrs. 30 min.,Magn.,7,"$4,661",2017
"$1,500","$4,500",N/A,6/29,Oscilloscope Pictures,Documentary,Night School (2017),6/9,681,Unrated,"June 9, 2017",1 hrs. 28 min.,Osci.,2,"$4,663",2017
"$2,600","$4,400",N/A,9/7,Freestyle Releasing,Drama,A Boy Called Po,9/1,683,Not Yet Rated,"September 1, 2017",1 hrs. 34 min.,Free,10,"$4,550",2017
"$3,200","$4,400",N/A,11/16,Cohen Media Group,Drama,Shakespeare Wallah (re-issue),11/10,686,Unrated,"November 10, 2017",2 hrs. 0 min.,Cohen,1,"$4,650",2017
"$4,400","$4,400",N/A,9/17,FilmRise,Action Thriller,Vengeance: A Love Story,9/15,685,Not Yet Rated,"September 15, 2017",1 hrs. 39 min.,FR,11,"$4,526",2017
$800,"$4,400",N/A,12/17,IFC,Drama / Thriller,Tribes of Palos Verdes,12/1,684,R,"December 1, 2017",1 hrs. 44 min.,IFC,9,"$4,651",2017
"$2,900","$4,400",N/A,1/12,First Run,Documentary,German Concentration Camps Factual Survey,1/6,687,Unrated,"January 6, 2017",1 hrs. 28 min.,FRun,1,"$4,468",2017
"$2,500","$4,400",N/A,7/27,First Run,Documentary,The Pulitzer at 100,7/21,688,Unrated,"July 21, 2017",1 hrs. 31 min.,FRun,1,"$4,489",2017
n/a,"$4,300",N/A,-,Vladar Company,Documentary,Generation Iron 2,5/12,689,PG-13,"May 12, 2017",1 hrs. 43 min.,VLA,2,"$4,439",2017
n/a,"$4,300",N/A,-,Unknown,Comedy / Drama,30-Love,9/29,690,Unrated,"September 29, 2017",1 hrs. 43 min.,N/A,1,"$4,392",2017
"$3,200","$4,200",N/A,1/26,FilmRise,Action Drama,My Father Die,1/20,691,Unknown,"January 20, 2017",1 hrs. 42 min.,FR,10,"$4,252",2017
$500,"$3,900",N/A,-,Vertical Entertainment,Sci-Fi,Singularity,11/3,692,PG-13,"November 3, 2017",1 hrs. 32 min.,VE,75,"$4,176",2017
"$2,900","$3,900",N/A,12/3,Epic Pictures,Action Drama,Badsville,12/1,693,Unrated,"December 1, 2017",1 hrs. 37 min.,EpicPics,2,"$4,153",2017
"$2,000","$3,800",N/A,6/29,Kino Lorber,Drama,The Woman Who Left,5/19,694,Unrated,"May 19, 2017",3 hrs. 46 min.,KL,1,"$3,974",2017
n/a,"$3,800",N/A,-,Gathr Films,Adventure Comedy,Tournament,10/12,695,Unrated,"October 12, 2017",1 hrs. 22 min.,Gathr,1,"$4,018",2017
"$2,100","$3,800",N/A,11/16,Strand,Documentary,Dreamboat,11/3,696,Not Yet Rated,"November 3, 2017",1 hrs. 32 min.,Strand,1,"$3,981",2017
n/a,"$3,700",N/A,9/14,Smarthouse,Comedy,Second Nature,9/8,697,Unrated,"September 8, 2017",1 hrs. 20 min.,Smarthouse,1,"$3,774",2017
"$1,100","$3,600",N/A,4/30,Hibernation,Romance,Emily (2017),1/27,698,Unrated,"January 27, 2017",1 hrs. 23 min.,Hiber,2,"$3,642",2017
"$1,300","$3,500",N/A,7/6,Film Movement,Drama,Soul on a String,5/19,699,Unrated,"May 19, 2017",2 hrs. 22 min.,FM,2,"$3,669",2017
n/a,"$3,500",N/A,11/9,Kino Lorber,Documentary,Bugs,6/5,700,Unrated,"June 5, 2017",1 hrs. 14 min.,KL,3,"$3,742",2017
"$1,300","$3,400",N/A,6/15,Kino Lorber,Drama,Who's Crazy? (2017 re-release),3/10,701,Unrated,"March 10, 2017",1 hrs. 13 min.,KL,2,"$3,497",2017
$500,"$3,400",N/A,5/4,Kino Lorber,Documentary,"Love, Sweat and Tears",4/7,702,Unrated,"April 7, 2017",1 hrs. 22 min.,KL,2,"$3,482",2017
n/a,"$3,400",N/A,9/25,Under the Milky Way,Drama,Dalida,8/26,703,Unrated,"August 26, 2017",2 hrs. 4 min.,UTMW,1,"$3,465",2017
$400,"$3,300",N/A,2/16,First Run,Documentary,Speed Sisters,1/27,704,Not Yet Rated,"January 27, 2017",1 hrs. 20 min.,FRun,2,"$3,423",2017
"$1,800","$3,300",N/A,11/30,Cohen Media Group,Drama,La Belle Noiseuse (re-issue),11/24,705,Unrated,"November 24, 2017",3 hrs. 58 min.,Cohen,1,"$3,540Domestic Lifetime Gross: $403,056",2017
"$3,200","$3,200",N/A,11/16,Orion Pictures,Romantic Comedy,Amanda & Jack Go Glamping,11/10,709,Unrated,"November 10, 2017",1 hrs. 34 min.,Orion,12,"$3,352",2017
n/a,"$3,200",N/A,11/9,Orion Pictures,Horror Thriller,Bad Match,11/3,708,Unrated,"November 3, 2017",1 hrs. 30 min.,Orion,10,"$3,351",2017
$600,"$3,200",N/A,8/31,Swen,Drama,Planetarium,8/11,707,Unrated,"August 11, 2017",1 hrs. 45 min.,Swen,1,"$3,262",2017
"$2,100","$3,200",N/A,-,Independent,Western,Justice (2017),9/15,706,R,"September 15, 2017",1 hrs. 30 min.,INDEP,10,"$3,259",2017
"$3,100","$3,100",N/A,4/16,Cohen Media Group,Drama,Heal the Living,4/14,710,NC-17,"April 14, 2017",1 hrs. 43 min.,Cohen,2,"$3,176",2017
$200,"$2,900",N/A,5/7,"Monterey Media, Inc.",Drama,The Levelling,3/24,711,R,"March 24, 2017",1 hrs. 24 min.,Mont.,4,"$3,040",2017
"$1,100","$2,800",N/A,10/19,Uncork'd,Horror,Demons,10/5,712,Unrated,"October 5, 2017",1 hrs. 45 min.,Uncork'd,3,"$2,900",2017
"$1,800","$2,800",N/A,3/9,Sony / Columbia,War Drama,1898: Los ultimos de Filipinas,3/3,713,R,"March 3, 2017",1 hrs. 45 min.,Sony,10,"$2,848",2017
"$1,500","$2,800",N/A,12/14,Independent,Family Adventure,Kepler's Dream,12/1,714,Unrated,"December 1, 2017",1 hrs. 27 min.,INDEP,11,"$2,923",2017
$800,"$2,700",N/A,8/10,FilmRise,Drama,I Dream In Another Language,7/28,715,Unrated,"July 28, 2017",1 hrs. 40 min.,FR,1,"$2,739",2017
$500,"$2,600",N/A,8/3,Oscilloscope Pictures,Documentary,Santoalla,7/19,716,Unrated,"July 19, 2017",1 hrs. 23 min.,Osci.,1,"$2,684",2017
"$2,500","$2,500",N/A,5/7,The Orchard,Crime Comedy,Take Me,5/5,718,Unrated,"May 5, 2017",1 hrs. 23 min.,Orch.,2,"$2,583",2017
n/a,"$2,500",N/A,4/20,Film Movement,Drama,Apprentice,3/3,717,Unrated,"March 3, 2017",1 hrs. 36 min.,FM,3,"$2,578",2017
n/a,"$2,500",N/A,11/2,Cohen Media Group,Drama,Daughter of the Nile (re-issue),10/27,719,Unrated,"October 27, 2017",1 hrs. 31 min.,Cohen,1,"$2,640",2017
"$2,100","$2,400",N/A,6/15,Freestyle Releasing,Drama,Miles,6/9,720,Unrated,"June 9, 2017",1 hrs. 27 min.,Free,2,"$2,537",2017
$300,"$2,200",N/A,10/19,Artsploitation,Horror,Red Christmas,8/25,721,Unrated,"August 25, 2017",1 hrs. 22 min.,Artsploitati,3,"$2,255",2017
$900,"$2,100",N/A,6/15,Kino Lorber,Documentary,Behind the White Glasses,4/21,722,Unrated,"April 21, 2017",1 hrs. 44 min.,KL,1,"$2,223",2017
$900,"$2,100",N/A,-,Parade Deck Films,Horror,7 From Etheria,7/7,723,Unrated,"July 7, 2017",1 hrs. 35 min.,PDF,2,"$2,208",2017
"$1,500","$2,000",N/A,9/21,FilmRise,Drama,Dayveon,9/13,724,Unrated,"September 13, 2017",1 hrs. 15 min.,FR,3,"$2,077",2017
$200,"$2,000",N/A,8/31,Arrow Films,Thriller,The Ghoul,8/4,725,Unrated,"August 4, 2017",1 hrs. 25 min.,Arrow,4,"$2,032",2017
"$1,400","$1,900",N/A,1/12,First Run,Documentary,"Accidental Courtesy: Daryl Davis, Race & America",1/6,726,Unrated,"January 6, 2017",1 hrs. 40 min.,FRun,1,"$1,940",2017
$100,"$1,700",N/A,1/26,Magnolia,Thriller,Detour,1/20,727,R,"January 20, 2017",1 hrs. 37 min.,Magn.,5,"$1,788",2017
n/a,"$1,400",N/A,11/23,Orion Pictures,Romantic Comedy,Almost Friends,11/17,728,Unrated,"November 17, 2017",1 hrs. 41 min.,Orion,12,"$1,481",2017
"$1,000","$1,400",N/A,4/20,Swen,Comedy,The Outcasts,4/14,729,PG-13,"April 14, 2017",1 hrs. 35 min.,Swen,11,"$1,455",2017
n/a,"$1,400",N/A,3/9,Film Movement,Drama,Forest for the Trees (2017 re-release),1/18,730,Unrated,"January 18, 2017",1 hrs. 21 min.,FM,1,"$1,410",2017
$800,"$1,200",N/A,8/10,FilmRise,Documentary,It's Not Yet Dark,8/4,731,Unrated,"August 4, 2017",1 hrs. 17 min.,FR,2,"$1,227",2017
$800,"$1,200",N/A,1/12,First Run,Documentary,A Different American Dream,1/6,732,Unrated,"January 6, 2017",1 hrs. 24 min.,FRun,1,"$1,172",2017
$900,"$1,000",N/A,4/23,First Run,Documentary,The Penguin Counters,4/21,733,Unrated,"April 21, 2017",1 hrs. 10 min.,FRun,1,$976,2017
$700,$900,N/A,9/21,First Run,Documentary,Extraordinary Ordinary People,9/15,734,Unrated,"September 15, 2017",1 hrs. 24 min.,FRun,1,$880,2017
$700,$700,N/A,10/28,Weinstein / Dimension,Horror,Amityville: The Awakening,10/28,735,PG-13,"October 28, 2017",1 hrs. 25 min.,W/Dim.,10,$742,2017
n/a,$500,N/A,3/16,Distrib Films,Comedy,Max & Leon,3/15,736,Unrated,"March 15, 2017",1 hrs. 38 min.,Distrib.,1,$543,2017
n/a,$500,N/A,5/4,Under the Milky Way,Drama,The Student,4/14,737,Unrated,"April 14, 2017",1 hrs. 58 min.,UTMW,1,$512,2017
$300,$400,N/A,7/6,Magnolia,Thriller,2:22,6/30,738,PG-13,"June 30, 2017",1 hrs. 39 min.,Magn.,3,$422,2017
